"PC1","PC2","Z"
-431.685288294794,20.3197517279419,1
-1573.46502405557,-436.880428948799,1
-2.16492225535526,-0.741992619562859,1
-158.63706698686,9.53687746592309,1
-227.552285871219,-2.00970102840365,1
-353.508947937936,2.80667127760044,1
-44.7429307977186,-0.713847819666375,1
-246.720159730558,22.449239728716,1
-253.64574904911,-95.896111206023,1
-261.703138227916,11.8940515491664,1
-265.646992706299,12.5605142099125,1
-261.703270923993,11.8939423895802,1
-176.108190787587,-3.72644241600716,1
-846.341263024733,-127.561224221419,1
-237.373662716119,17.7288414288604,1
-259.731358667821,11.558187220203,1
-101.607319188953,4.9268326032592,1
-175.975353973571,-44.8969996162053,1
-461.986654061956,-20.9308551401451,1
-166.746573431036,-38.3328836381444,1
-754.790462057426,52.9362291629025,1
-54.2561947631006,3.04152761080069,1
-43.1062801103696,-2.96046715657892,1
-359.745290056568,49.7159890841891,1
-455.542981747522,65.0062759737572,1
-506.13128611742,41.7531173327279,1
-132.363306762792,3.00578358792376,1
-234.854913906289,-21.1372459549792,1
-75.7948515386149,1.62197891266993,1
-64.1399734091473,-1.40629250350808,1
-178.515075468012,17.922516576108,1
-115.274426887654,-3.87996478864607,1
-196.255377403809,20.9586996865728,1
-1506.84381024089,-420.89829380382,1
-64.1512717455578,-1.52581687219698,1
-448.641585663879,63.8358030955678,1
-26.0372174951956,-9.94953957305748,1
-532.121958043694,20.2393956413836,1
-303.059285400484,37.0991276770271,1
-56.0870623682721,-1.76660145593878,1
-465.019145733721,33.0623030117476,1
-304.045203001371,37.2658273316135,1
-545.924974776523,22.5774497846874,1
-545.924974776523,22.5774497846874,1
-53.1071688432232,3.83565719252137,1
-143.725934932204,-4.18148779875817,1
-635.856566180771,30.5069076686397,1
-508.470982533381,33.9143907586931,1
-900.802408819608,-0.575518126994609,1
-533.376369416461,36.7624822766599,1
-93.0766242947976,1.36884883610948,1
-534.093592589092,20.5751386179213,1
-314.569077552079,-72.4041046303283,1
-171.610862037903,16.764519964694,1
-97.8485252533703,-2.7976431765448,1
-711.62817025724,-331.627020631347,1
-972.664841227676,89.9703706349665,1
-1503.87767047967,-421.3311736141,1
-83.5924135518775,-14.4514722880377,1
-613.065100179827,-294.836109387445,1
-152.238518477637,11.3491376638694,1
-1538.37888668823,-1117.90768598342,1
-62.6868263925812,-4.86410937719531,1
-298.822616728075,-81.2624519940303,1
-831.460717974328,-506.559052826942,1
-1537.38922211057,-1118.04462468228,1
-534.093592589092,20.5751386179213,1
-1503.87767047967,-421.3311736141,1
-136.267420284446,-20.1057965115416,1
-83.5939107088985,-14.4520459053312,1
-254.699224994621,11.1570638595377,1
-2381.07291179459,134.702780618367,1
-677.892967896537,39.8585355753956,1
-294.404286049768,-91.0242318925095,1
-838.033906038884,-503.472170749751,1
-838.033716449925,-503.472095972135,1
-539.022354753805,21.4177063984596,1
-128.116185217065,-7.83727138897986,1
-362.429157293141,-7.97020691421864,1
-128.116207784392,-7.83728905258507,1
-1517.4760970026,107.086726678751,1
-53.2963061171018,-3.27207748779288,1
-135.534848964443,-9.74535072234701,1
-2204.57464906032,236.131634505488,1
-271.951521764036,-0.673632230320486,1
-181.891883778046,-121.730349166177,1
-566.083633616906,47.1781304777023,1
-139.232249382817,-37.4506854549537,1
-139.232218381965,-37.4506605590017,1
-139.232021473242,-37.4505130441796,1
-1751.68653532491,-5.63106560662499,1
-55.1117186934967,-2.01238202845466,1
-657.094630974719,13.0233031617644,1
-54.9464170990314,-1.04259761496478,1
-657.094630974719,13.0233031617644,1
-157.982231613482,7.45450144993395,1
-61.3650955727734,-3.04381535950656,1
-1488.45293069754,-247.093762353128,1
-3291.06636540426,419.82887086033,1
-85.0638095121434,-11.1954594908309,1
-187.190983648753,-15.2841307617687,1
-19.2691371357239,-5.98707063386176,1
-1342.66768323022,109.195348047159,1
-107.708825117036,-1.10583445419345,1
-599.413649168163,-324.285004239305,1
-590.172945701112,-317.625581015576,1
-1383.97948116124,-461.869966343281,1
-133.836354005897,12.1964338658537,1
-63.0236195663459,-6.85057563306409,1
-293.246995917464,-90.1737655406387,1
-59.3581554053169,2.83629051176914,1
-59.3580969111914,2.83632862755404,1
-366.282487705854,17.1635843990606,1
-35.3648427274192,0.76159670348031,1
-1520.00219435232,-241.745429554696,1
-339.083660897656,28.064954080285,1
-516.012595185788,73.2431176377964,1
-883.914915508884,21.3431703500641,1
-79.0785490872931,6.19712540554835,1
-99.5906841820553,-25.0919591214286,1
-428.760849319056,13.6117248814404,1
-428.760849319056,13.6117248814404,1
-25.5325379042687,-7.02657064192822,1
-144.642642712329,14.2985368237988,1
-536.986322684113,39.4011071022901,1
-363.253249194156,35.0240581375503,1
-273.964211593133,-18.4753566766633,1
-573.138062771023,-6.24593260364799,1
-371.189489769048,12.2516985309102,1
-263.822675200087,23.241508167708,1
-15.6478815823884,-2.55308782370313,1
-5.11241680986135,-0.2364177622834,1
-48.6833530143909,0.0289683406101631,1
-844.20342319506,-503.788764242909,1
-840.341221560146,-505.115036045971,1
-168.851306548921,-26.8268994184328,1
-970.693247044402,89.6342666061597,1
-60.4338522745081,-15.4783860163947,1
-608.501105347513,-172.631349507895,1
-840.341377236368,-505.115083845416,1
-840.341219945767,-505.115032959541,1
-144.003954181263,12.1015883183922,1
-144.003928415438,12.1016081777248,1
-1545.14562849038,-1145.19489582335,1
-74.6809942347504,-3.80844029561633,1
-90.483272614835,-13.1992856129015,1
-45.2466520702364,-3.64040523890522,1
-212.90399880672,6.5598316464444,1
-177.8500042636,15.8522075162905,1
-2214.58146608149,242.90512918909,1
-128.611238051399,-10.7214302562121,1
-452.789720823779,-223.256526553507,1
-291.716169921042,38.1827985301479,1
-292.771403220594,14.1054863293641,1
-57.4679805440415,-15.9188130078244,1
-57.4679805440415,-15.9188130078244,1
-33.5602403143896,-0.503829017574649,1
-364.953627877979,19.0507893573182,1
-20.406750262448,-0.713111986441176,1
-9229.45433705438,381.990926803602,1
-248.692736619834,22.777886507088,1
-80.4462064667901,-7.88754233467604,1
-453.254180552104,0.881475524293094,1
-556.38059911403,-241.853731415278,1
-53.3049303631026,-3.34367249145776,1
-2423.56967087719,-335.904596937469,1
-959.099225228096,-218.185721341389,1
-82.9217566881119,-10.5217588060577,1
-57.4679805440415,-15.9188130078244,1
-74.3918608943531,-19.9448029136518,1
-258.559150896137,-35.2811679678576,1
-120.215307983068,2.80468745059004,1
-138.731116449008,13.297536923181,1
-944.929140067926,32.2146414496889,1
-179.914360159853,-14.1846628964423,1
-138.731144405778,13.2975205853878,1
-138.731144405778,13.2975205853878,1
-115.11308176315,-2.93522037503317,1
-612.649536417749,-6.11074544809247,1
-117.084210803372,-2.5943370999467,1
-93.55716697399,4.57804864478167,1
-155.265127863782,-18.342516344529,1
-500.13351108981,11.4011592073773,1
-117.084210803372,-2.5943370999467,1
-118.635349411845,-23.6801023915009,1
-2216.04121597556,252.205835061767,1
-142.005159299328,-35.8160943140763,1
-76.8984771489398,-28.7560227273219,1
-48.9027325636153,-13.2435265802884,1
-90.483763606045,-13.1997711875439,1
-448.706072667543,-50.0981157566438,1
-102.424724666839,6.07148455569318,1
-90.4832708668458,-13.1992819475775,1
-1309.41821507481,125.76366656227,1
-1307.44642576788,125.42815130095,1
-55.9297437162867,-0.866468716791925,1
-55.9298074673182,-0.866576320190363,1
-1363.15001901284,-984.582237300646,1
-1363.15001837822,-984.582236225988,1
-1364.43417473444,-1011.15894132684,1
-336.759538702684,41.699399265519,1
-275.627361399758,31.3793932072964,1
-71.8587015936444,0.92353428263338,1
-336.759538702684,41.699399265519,1
-275.627361399758,31.3793932072964,1
-300.311420224642,-89.95706452654,1
-138.731115880796,13.2975403854806,1
-1494.01810996088,-422.999328028185,1
-668.817172074918,-229.073362717578,1
-148.015767806478,-41.5256035370804,1
-148.015811554554,-41.5256355122632,1
-148.015767806478,-41.5256035370804,1
-140.579985931292,2.39230386474306,1
-58.7254287292783,-5.3448414429497,1
-101.608261025777,4.91391217549967,1
-884.136969482657,79.5629993076343,1
-44.5781481963009,0.29704506102441,1
-56.4855267831373,-16.1144266837068,1
-3306.56702560702,66.7155548125427,1
-132.169665380705,10.091428010772,1
-132.169690410233,10.0914073840081,1
-119.687065183753,5.9514524139214,1
-271.351077821957,32.6956508537676,1
-119.687065317362,5.95145183502767,1
-453.787599968059,-8.25462291088768,1
-551.589529166479,-4.76584300907908,1
-244.973228150003,2.885556924552,1
-551.589529166479,-4.76584300907908,1
-695.009377261803,-377.126982571211,1
-43.5942312999621,0.124118983549346,1
-43.5928580614635,0.124849196158839,1
-1032.94185121764,117.210148507525,1
-580.570206093053,33.5894285684072,1
-866.535185936983,87.6146203407697,1
-115.112114195125,-2.92527933642014,1
-74.3918608943531,-19.9448029136518,1
-106.089748770829,-9.49347162090008,1
-239.367984622499,6.03359554047758,1
-338.634096114882,-11.2343407480727,1
-56.4856034474009,-16.114484505189,1
-275.078302284528,10.6798086083209,1
-141.467102530193,-14.7786423238913,1
-603.699954740874,-233.795547058116,1
-295.372940695778,-90.7217252390662,1
-324.728726100597,-6.82845682072863,1
-99.3608731873759,-11.7120311487889,1
-1443.74883297743,-431.625020739334,1
-200.848354407636,-54.0297474917425,1
-293.206408361318,-108.008709713909,1
-65.4368313056636,2.88575750606265,1
-476.640083564361,-148.879263796032,1
-476.640083564361,-148.879263796032,1
-476.640083564361,-148.879263796032,1
-84.817852879478,-27.6855659466841,1
-874.842956171855,-571.11302062468,1
-881.033226271098,-571.598726559627,1
-881.03337177672,-571.598771616969,1
-309.52058632067,-24.8433631808938,1
-755.414835886919,73.0786625935188,1
-56.4856033321847,-16.114484368156,1
-56.4856033321847,-16.114484368156,1
-203.367711898575,3.01211929265187,1
-231.177666409337,-53.245175435897,1
-791.448123977965,-264.39360312587,1
-116.08632035804,-44.5234638047262,1
-118.055471888119,-44.1675574343241,1
-95.5370273964493,-1.12749756257282,1
-96.5230516031634,-0.961857242150915,1
-791.448617237034,-264.393826912968,1
-755.414833921815,73.0786657577167,1
-791.448123977965,-264.39360312587,1
-429.189208510319,23.1155359498779,1
-208.091812777304,16.9833000201804,1
-1027.87453089237,99.350356796386,1
-76.9809518917538,-5.38497932971826,1
-1307.4462797897,125.429736166596,1
-100.608480075544,-25.13847636854,1
-333.519729101852,-22.8238439316326,1
-112.340970202489,-10.4923663829164,1
-1612.48968754911,192.443363417425,1
-1443.74883263228,-431.625019802221,1
-110.369554950465,-10.8289175185972,1
-38.1925338375658,-9.87037693662728,1
-190.009327290512,-25.8997446238432,1
-276.081754939129,-1.1648696366987,1
-138.731135591635,13.2975268010214,1
-138.731135591635,13.2975268010214,1
-1505.84961742832,-420.997613564319,1
-457.68202265012,64.3569756159344,1
-378.979619475296,2.17072029878015,1
-456.406860603152,-47.6049407016095,1
-113.558006707804,-11.8140623515973,1
-29.3121332447815,-5.41497644835432,1
-84.0366709472676,-5.07316537829072,1
-90.4832712899229,-13.1992826640165,1
-95.6946788588675,3.92516475624196,1
-89.2829426069018,5.82600701970578,1
-1230.15941327099,-494.117140388734,1
-429.769286934223,49.5326269990204,1
-39.3450560216255,-10.7236279117253,1
-78.125109213489,-0.196592604557091,1
-394.609205925032,-84.0413380433564,1
-1036.69737594709,119.040582852228,1
-125.958378081737,-1.09641388791071,1
-56.4856033321847,-16.114484368156,1
-191.097774686384,-109.97190483064,1
-1310.40364923797,125.933846076444,1
-301.637198378225,27.5085193280356,1
-162.076584986734,13.2021776104859,1
-442.726222773001,62.8340785026333,1
-2478.98065117449,394.110087038251,1
-115.605533225043,0.129628356088162,1
-2938.56050744642,154.739316472698,1
-1039.65483517428,119.544251137395,1
-1324.52486877832,108.312137748604,1
-56.4856033321847,-16.114484368156,1
-260.382397880798,25.5391927677289,1
-104.565382118426,5.42688743942675,1
-16.6295457820309,-2.39234691019321,1
-710.477530020743,15.3012177758207,1
-179.221401513994,-99.7538597284352,1
-159.027105336633,1.21336162861265,1
-67.4593183296519,-9.01885581005218,1
-622.823095528932,41.5831267429389,1
-738.652399598887,70.2510543624121,1
-57.6268869499092,-16.8671609219828,1
-449.627572352718,64.0027347012318,1
-226.998960637214,19.1269788168781,1
-66.4744784220947,-9.19382289752246,1
-405.459296874955,-82.2438307236392,1
-406.445683349162,-82.0804713763428,1
-143.661068686201,14.1320472423216,1
-96.6806693753678,4.0906527440742,1
-185.194771330208,-111.073103516427,1
-398.539934737027,-83.2699932342397,1
-475.645011837194,48.1694316105109,1
-632.738024408559,30.9215315559228,1
-430.17496957737,23.2834533532061,1
-791.1801220883,89.4832206827267,1
-143.661068801417,14.1320471052886,1
-143.661068801417,14.1320471052886,1
-462.611735690638,65.1916267923281,1
-193.125137413999,-26.2974226430195,1
-115.605533013505,0.129628714307671,1
-537.849131361779,28.3275217803859,1
-332.578133478466,-29.2895751737078,1
-12.1822709363744,-0.0668810373788964,1
-1131.9892476927,143.203622129795,1
-1131.9892476927,143.203622129795,1
-89.1124011214794,6.83563482486496,1
-293.404583991377,-91.0824375230634,1
-441.399456390759,28.7219170441639,1
-194.337520400895,2.41822755250679,1
-267.275578172068,-182.58045874702,1
-1883.82870150077,-736.838356742188,1
-80.3282357900617,-25.0355541604762,1
-73.0102100728558,0.0960082570613743,1
-837.310996433308,3.03302139611566,1
-262.505638167041,-34.6285778822363,1
-62.9886052481665,-0.595983684245631,1
-144.921389668699,-23.1319048890957,1
-189.8669241031,-36.9663703846925,1
-53.7917795363305,-0.23647029983225,1
-336.477837593042,-22.3275080115184,1
-61.2119040332754,-8.06993715922867,1
-11.3657474329621,-1.23006849777565,1
-1273.55684841958,31.9617272587412,1
-198.439484511484,2.16590371895291,1
-45.2466520702364,-3.64040523890522,1
-1957.69577503307,149.02817352195,1
-201.397035664083,2.66875558212202,1
-224.660381034047,-86.4440425539123,1
-317.675402083673,-1.21056046534413,1
-184.251903881572,19.9886672104954,1
-185.237708184953,20.1565899600511,1
-160.59045620773,15.9988333613663,1
-4144.17204508693,253.029525467201,1
-224.660381034047,-86.4440425539123,1
-183.266082215729,19.8207556568801,1
-183.266082215729,19.8207556568801,1
-394.725342001315,16.9533512359448,1
-202.81702189763,24.1195040064736,1
-10.0833248391686,-5.63936455379937,1
-271.325852640487,-20.8494244159348,1
-271.325852640487,-20.8494244159348,1
-528.973633063445,26.8404947928272,1
-194.40112581595,-75.5730945600273,1
-194.401141046725,-75.573120351832,1
-293.404583991377,-91.0824375230634,1
-51.8623816032752,-6.81288258300262,1
-76.1360678332831,-0.358344815662766,1
-567.48632992551,-98.3546630607693,1
-573.969326705524,48.5273433350867,1
-569.938197656828,24.474434943598,1
-3200.99318784412,341.55933625691,1
-450.595471561199,16.4944077415953,1
-573.969326705524,48.5273433350867,1
-67.9182129123055,0.244874825577376,1
-511.586562032168,-50.2359008702274,1
-1125.17127754401,-665.01841722558,1
-54.4279941016272,2.0311420596652,1
-57.766163363117,-5.74646766676054,1
-723.864352914412,67.7397346839213,1
-99.6359013468045,4.5921228675068,1
-31.6232125343004,-7.06470610216371,1
-350.872593990558,-95.1744508919211,1
-99.6359013468045,4.5921228675068,1
-761.398908090831,91.6537160142708,1
-214.642218438869,-21.5958070918944,1
-118.534274843013,6.80188307469808,1
-354.598204599142,-33.4552162925177,1
-1636.37065629732,189.462062377027,1
-354.598204599142,-33.4552162925177,1
-93.3710046494087,-42.1680776679578,1
-362.665986942134,-262.178792660659,1
-51.3258847366193,-3.56627660129633,1
-3148.73921901306,332.7040077801,1
-183.520973751325,-65.285500528376,1
-199.092436129027,-43.5039526982598,1
-115.605533013505,0.129628714307671,1
-220.614658567036,-104.432266417684,1
-220.614658221887,-104.432265480571,1
-1127.68606378315,-667.968150303517,1
-714.065641064107,41.8515497946747,1
-484.33595568149,-2.94164647390741,1
-84.0258167026905,0.952525070611241,1
-3048.1629354305,321.688727126496,1
-128.027773097615,-25.2772249780337,1
-40.7876692401166,-1.28762377386953,1
-40.787670932425,-1.28762663962562,1
-40.7876713555021,-1.28762735606464,1
-475.478205203566,49.1471443495228,1
-91.7486805305684,3.27402455963243,1
-433.968976059356,42.5802119592917,1
-87.0455906798335,-10.9366214139274,1
-482.364011178318,-3.27514060715258,1
-346.573360525649,-243.777964446105,1
-486.057119179801,34.628057180046,1
-260.929377342467,10.3731469074727,1
-231.918340962861,-27.7676954813865,1
-136.357027116961,-14.5515149731804,1
-331.657503134719,-234.153818472363,1
-195.224319836963,-14.7897272918547,1
-81.8891396858756,1.57510497471312,1
-117.286300788254,-9.76978362445238,1
-214.703234369559,-105.466792864415,1
-813.080896827676,-39.3514553465728,1
-69.7005010055955,7.65759169947616,1
-258.908666509463,-37.3606203208982,1
-69.7005010055955,7.65759169947616,1
-262.452147795886,-22.3497081795511,1
-240.797915803454,-20.3669395740823,1
-136.357023965484,-14.5515264755366,1
-384.40853463725,-119.285255514597,1
-384.40853463725,-119.285255514597,1
-2997.57940665165,362.670753170738,1
-41.3058464902599,-4.36606438754448,1
-1443.74883263228,-431.625019802221,1
-329.680167420698,-234.443762480615,1
-214.703218191837,-105.466799994928,1
-21.5821273361746,-7.63562052986646,1
-72.6581998421116,8.15903573453406,1
-25.684551621531,-1.98889485127047,1
-3018.58652874649,316.665733884304,1
-150.264421062166,-30.8329632375342,1
-455.744175397111,4.06824422095522,1
-452.399210415584,-29.9543013934574,1
-91.7241291408152,9.37416299355942,1
-366.636704171894,-2.7447268112216,1
-256.940308853356,-37.722151822924,1
-248.063690176949,-39.1995550855892,1
-244.12050862675,-39.8712446549077,1
-81.1101648123997,-11.742805333908,1
-3014.33993377376,365.51274567729,1
-59.8640640293613,-0.126150053348249,1
-144.150101028217,-42.4679660703458,1
-144.150101028217,-42.4679660703458,1
-144.150101028217,-42.4679660703458,1
-414.795821916073,54.0721644832276,1
-426.235572405884,34.473217988266,1
-82.7114584890369,-15.4539440093601,1
-3032.38883569048,319.009649361447,1
-77.587878367672,8.99411674490467,1
-198.61521389263,-58.5510642581485,1
-215.686923800597,-105.27938363685,1
-77.587878367672,8.99411674490467,1
-110.722607666558,-12.9559283816789,1
-411.196695014151,51.398122908555,1
-222.076977606551,18.2170795077643,1
-62.3127397922031,3.36302939196543,1
-194.103926918297,21.699853055644,1
-872.869396553515,98.2098832593814,1
-178.663895731901,-90.4065275965243,1
-332.810325416572,-137.891748525525,1
-423.543897777762,44.3648632854174,1
-327.72362717271,35.2544270207039,1
-207.963353125414,-47.9191436570001,1
-207.963353125414,-47.9191436570001,1
-213.146640088827,-18.7576428074799,1
-173.565227403329,17.2125464009393,1
-173.98016387431,-3.17198887594128,1
-173.453532228148,-0.030036605549153,1
-147.402636484861,-19.8272312608116,1
-222.584659692765,-104.082517593666,1
-250.921090722051,9.53799452438105,1
-273.658708072353,-124.226974927791,1
-250.921090722051,9.53799452438105,1
-528.188294680474,-93.9226930487616,1
-1113.31540555229,56.1822018163206,1
-103.588868311954,5.17465068508589,1
-52.3131170113275,-3.43680782231991,1
-92.8926918615113,-45.3026994820326,1
-167.863541619634,3.02493788774121,1
-25.3349766419258,0.148665326621035,1
-137.314416100347,-2.2828027705274,1
-140.7281745396,7.49205826517883,1
-282.81514756465,12.8378921532234,1
-140.7281745396,7.49205826517883,1
-140.7281745396,7.49205826517883,1
-142.700360530302,7.82350768398528,1
-84.521502355299,-1.97694436664099,1
-1443.74883263228,-431.625019802221,1
-154.065822696235,-35.6810631581826,1
-1443.74883263228,-431.625019802221,1
-614.176684480805,68.6041960880403,1
-144.140214811184,-24.5816759364854,1
-99.8319358165608,-2.53956712913027,1
-453.571183370403,64.6717024917907,1
-337.141583269037,21.5759722666718,1
-42.9356855567111,-1.98356412811285,1
-1308.66378793213,-454.399706879266,1
-150.047532744675,-35.3713593513568,1
-482.364013850512,-3.27515218502718,1
-482.364027002551,-3.27516064705357,1
-1780.69537413211,-396.99655525432,1
-1609.15804953643,-420.245857015837,1
-215.380409053874,-2.03784005137538,1
-107.389154033866,0.689071846379157,1
-453.571183370403,64.6717024917907,1
-203.755758042077,-76.8608520143867,1
-1607.18605030369,-420.578848888469,1
-995.250413922735,70.4308327655122,1
-121.610490838829,-35.1934726976076,1
-722.878903263837,67.5690485866788,1
-115.473585594691,-11.0352709764771,1
-124.610622807439,-46.9012394742385,1
-410.234728646196,3.21802207188135,1
-187.878913896265,16.5342806201626,1
-115.588241058869,-47.5485291922858,1
-271.049798950597,-25.2697472817811,1
-212.454915088494,-50.5839091171625,1
-229.831548956931,14.3408806518882,1
-129.834585435253,-29.9074391686472,1
-44.8113618404596,-13.08433880239,1
-33.2439968968417,-4.6185265489833,1
-83.0682008775462,-5.38591802817277,1
-83.068200532398,-5.38591709105954,1
-505.957335833525,30.964318154019,1
-1453.02913770093,-342.978661377359,1
-1036.6971668785,119.04157618128,1
-215.498476347222,15.1770162456886,1
-1294.86077432196,-456.738114731161,1
-284.970414048099,0.214050572494621,1
-136.969765593383,-0.224655784159456,1
-154.911835355683,-4.37857368554246,1
-64.3334290724704,-8.53802627005885,1
-146.984373913796,0.550020834681341,1
-465.019152419651,33.0622952612328,1
-3298.92296294752,362.152405714717,1
-3312.72586546667,364.49191609048,1
-346.756911031684,-5.14784257165658,1
-88.6886969624562,-14.6158047918894,1
-3182.30122567817,493.30812608097,1
-701.732952809307,-148.07070160285,1
-165.059024196712,7.57308956230206,1
-635.856565720406,30.5069087427859,1
-46.0615723624773,-2.46834958926788,1
-819.518008496018,66.0047248130314,1
-84.0751553627198,-11.3409437238922,1
-222.258028035237,17.1310617188512,1
-332.80994367185,-0.741756341662985,1
-48.7622010927109,-18.4046729272749,1
-570.582485110732,-33.0080809487379,1
-344.785225503535,-5.48389912265431,1
-348.920410009947,-6.00837593061051,1
-79.121694483756,-0.104353754975316,1
-26.6894928570379,-7.85075884785233,1
-79.121694483756,-0.104353754975316,1
-26.6894928570379,-7.85075884785233,1
-79.121694483756,-0.104353754975316,1
-26.6894928570379,-7.85075884785233,1
-380.493600886026,35.073962847245,1
-73.9824147356175,6.34142004370303,1
-164.849281384662,-32.9629607906037,1
-225.881714715503,-34.061300516132,1
-916.83589406225,-5.54059219271483,1
-70.0652620134388,-0.508802272430865,1
-331.632624498987,6.16057001796046,1
-75.9788255836245,0.522800583450833,1
-539.022354753805,21.4177063984596,1
-480.32497371495,26.6076633102995,1
-480.32497371495,26.6076633102995,1
-84.0750940977497,-11.3405888921718,1
-668.518675986172,47.2255655397022,1
-566.083633145163,47.1781315418463,1
-277.585276121635,-9.99215294535524,1
-217.553283452026,2.96567451286859,1
-139.232249382817,-37.4506854549537,1
-1535.06620588985,-26.1491976580383,1
-142.243683416589,-1.43506137447754,1
-1667.4566668042,65.9005207127176,1
-1488.45293069754,-247.093762353128,1
-2480.56778357393,-128.291002298393,1
-324.079950066346,-8.98694984574978,1
-1488.45293069754,-247.093762353128,1
-1498.9474424355,-422.161714300355,1
-751.469292158603,72.4245609622829,1
-17.7816040246114,-3.17642358329135,1
-1501.27139548124,-244.933321883447,1
-123.508200455415,-4.62356608564117,1
-104.418828571981,6.21049976575495,1
-2068.94543318291,55.4195169449494,1
-2065.00216923524,54.7470889462118,1
-41.4510566492743,0.78188030892345,1
-124.493424821761,-4.44993211071272,1
-1520.00219083409,-241.74542324429,1
-81.7704664185211,-9.72013094500161,1
-126.292629628366,2.86294131785224,1
-508.47550748508,-79.499240017045,1
-594.528709597473,52.8632244876861,1
-223.729346387602,-92.9618580610408,1
-38.1522142314803,2.32574562015918,1
-90.6729324044206,-14.3550838673544,1
-243.457798269279,-30.0564319213155,1
-554.320571953417,38.7024774374977,1
-219.932330849574,-40.7620771442518,1
-293.599075153818,15.1842332774999,1
-42.0919955074233,3.00021805560229,1
-115.247282731597,8.21569346528989,1
-67.9511301509962,-11.9053622788409,1
-2488.17464653502,286.309634898104,1
-166.67356118096,15.9707918940799,1
-3745.59486559538,354.028331619023,1
-11.7082830793795,-3.26764208498749,1
-15.6477736977294,-2.55290513175278,1
-331.459872130981,-4.65301156049791,1
-481.310247537122,26.779348165192,1
-227.5187689972,10.1032287288351,1
-135.463197476791,8.62429472496504,1
-236.40589655381,5.56038496943557,1
-261.968821403639,-25.469240608474,1
-117.116926510758,-14.7334581594127,1
-157.551542378673,-2.02724491475826,1
-240.805273966515,21.4423016770039,1
-40.6240495052417,-0.307295144623093,1
-45.4148566737662,-4.63274680646769,1
-1080.32125559302,76.9902921891416,1
-45.0772375885705,-2.67648825884601,1
-224.856463045646,19.7956878846449,1
-274.417878716442,-3.2524097755708,1
-101.140803682388,-4.2668614348122,1
-180.442516416,-23.2651063000406,1
-248.692548124305,22.7779076737015,1
-61.185472825106,-1.89898597892055,1
-80.4462079597454,-7.88754663023593,1
-3197.03071086353,346.972460168875,1
-35.5487115487614,-6.28570454278207,1
-12.9956204302438,1.10238220298885,1
-82.9217571484764,-10.5217598802039,1
-149.10380973861,5.98016400936465,1
-157.779948519787,20.580539423781,1
-3285.45419327795,471.219832360263,1
-1443.74883209399,-431.625018948749,1
-296.565271917129,-26.2911258854417,1
-135.186023851138,-1.7268189328229,1
-137.983334561934,-0.284989388985242,1
-247.70677167383,22.6091581971886,1
-82.894505775932,1.58493908246457,1
-1498.9474424355,-422.161714300355,1
-72.2654528651002,-13.5175529231085,1
-102.594322042665,5.08287820888174,1
-3066.29405587242,364.199058698248,1
-325.06551476814,-8.81709038886892,1
-751.469292158603,72.4245609622829,1
-115.107443805583,-2.88992318874629,1
-127.558148536148,-46.3167230697996,1
-50.9893659716266,-1.60219566689021,1
-85.745593877123,-21.1462301137406,1
-81.768430582597,-9.70302415325718,1
-169.377685657892,-5.90222721027802,1
-78.0065192284645,-17.366415625319,1
-588.325700131924,-12.1744154708402,1
-1062.47202173335,134.479699416747,1
-530.887416360382,-62.7704711989709,1
-120.686590706979,0.101032318042741,1
-77.0218537529846,-17.5427804716499,1
-1315.91544502575,-817.678842853829,1
-125.753634792323,-47.6355867406699,1
-376.336103079659,53.5947458896233,1
-481.309035535662,26.788995231255,1
-853.139403222342,59.007867830476,1
-31.2911007634879,-5.10057019108491,1
-2206.16554785702,256.598165765828,1
-1031.74873848639,70.5633560358522,1
-108.508974762851,6.07704715083107,1
-867.939622929325,97.3756823480666,1
-142.102524947859,-12.5370314588232,1
-919.677632935826,-63.7757587040783,1
-153.588329855154,-8.47806773432429,1
-765.343729107578,98.2453950950906,1
-42.1550759826814,-9.3774714779863,1
-157.951188088541,-40.1125641732813,1
-37.5306832378542,-6.02951841014967,1
-85.3100901697537,-24.6444679632346,1
-188.523633296457,18.7449124474412,1
-91.1614673517219,-17.2059373416111,1
-80.1079362014923,-5.82925177529668,1
-142.190876580763,-19.1941778511306,1
-35.6726643120506,4.94836813475444,1
-1650.09787622374,96.8172239501183,1
-80.3127536485333,-19.0164661839429,1
-359.631084752601,-80.8936643348066,1
-1156.62807618801,45.9206674626764,1
-189.178432475722,20.8285613387014,1
-1199.86004926126,-232.351834033604,1
-161.45036959122,4.92468914451232,1
-157.9716023473,13.4630704384644,1
-204.097248887221,-37.3558204782805,1
-1141.84578266319,43.3613111823019,1
-629.552359822923,-21.8082232001226,1
-1457.54900441818,-429.262781050376,1
-93.4786523985654,-18.8957265722598,1
-60.0413806189362,-1.19642660087996,1
-16.4575947628408,-1.37004466548881,1
-976.22690132054,110.767532009335,1
-1210.62474490402,122.193761140378,1
-370.178442526533,-35.5017366210262,1
-551.589528821331,-4.76584207196584,1
-40.2872946082906,1.6542395053724,1
-508.104614847592,30.1968203651773,1
-580.570203156115,33.589434487782,1
-329.998420284497,45.7312153704173,1
-58.4508132520582,-15.7273689406519,1
-15621.1634376874,2629.15660981663,1
-305.435510263269,11.2197560755574,1
-32.4448542564196,-5.96284846924723,1
-65.4368313056636,2.88575750606265,1
-492.962010534733,-77.6226808698152,1
